rank,id,name,dataDrivenScore,contributingModels,coveragePct
475,filippo-brunelleschi,Filippo Brunelleschi,498.3346,11,0.8462
476,paracelsus,Paracelsus,499.3839,10,0.7692
477,theodora,Theodora,499.5894,9,0.6923
478,ulysses-s-grant,Ulysses S. Grant,499.9493,11,0.8462
479,david-hilbert,David Hilbert,501.7251,11,0.8462
480,jacques-derrida,Jacques Derrida,501.9476,11,0.8462
481,nicholas-ii-of-russia,Nicholas II of Russia,502.0297,10,0.7692
482,gabriel-garc-a-m-rquez,Gabriel García Márquez,502.2877,11,0.8462
483,huldrych-zwingli,Huldrych Zwingli,502.3222,11,0.8462
484,elizabeth-cady-stanton,Elizabeth Cady Stanton,502.8629,10,0.7692
485,polybius,Polybius,502.9113,10,0.7692
486,titian,Titian,502.986,11,0.8462
487,herman-melville,Herman Melville,503.8191,10,0.7692
488,bob-kahn,Bob Kahn,504.593,10,0.7692
489,albrecht-d-rer,Albrecht Dürer,504.7603,10,0.7692
490,aung-san-suu-kyi,Aung San Suu Kyi,505.4499,10,0.7692
491,get-lio-vargas,Getúlio Vargas,505.4687,10,0.7692
492,juan-per-n,Juan Perón,506.0367,10,0.7692
493,ferdowsi,Ferdowsi,506.1243,11,0.8462
494,pablo-neruda,Pablo Neruda,506.3955,12,0.9231
495,pancho-villa,Pancho Villa,506.5875,10,0.7692
496,martin-heidegger,Martin Heidegger,507.6983,11,0.8462
497,hideki-tojo,Hideki Tojo,508.5175,10,0.7692
498,warren-buffett,Warren Buffett,508.5721,12,0.9231
499,boudica,Boudica,509.4118,10,0.7692
500,claude-debussy,Claude Debussy,509.5973,11,0.8462
501,louis-daguerre,Louis Daguerre,509.8686,8,0.6154
502,sejong-the-great,Sejong the Great,510.8863,9,0.6923
503,richard-nixon,Richard Nixon,512.0977,10,0.7692
504,rudolf-diesel,Rudolf Diesel,512.2203,10,0.7692
505,anselm-of-canterbury,Anselm of Canterbury,512.6364,9,0.6923
506,wangari-maathai,Wangari Maathai,512.742,12,0.9231
507,democritus,Democritus,514.026,11,0.8462
508,kabir,Kabir,514.4567,9,0.6923
509,lyndon-b-johnson,Lyndon B. Johnson,515.0611,10,0.7692
510,plutarch,Plutarch,515.3352,10,0.7692
511,jan-hus,Jan Hus,515.741,11,0.8462
512,ken-thompson,Ken Thompson,516.3827,11,0.8462
513,al-biruni,Al-Biruni,516.5985,10,0.7692
514,isaac-asimov,Isaac Asimov,516.9583,12,0.9231
515,fr-d-ric-chopin,Frédéric Chopin,517.3048,11,0.8462
516,abraham,Abraham,517.3556,8,0.6154
517,khufu,Khufu,517.8378,10,0.7692
518,josip-broz-tito,Josip Broz Tito,518.1808,11,0.8462
519,zhuangzi,Zhuangzi,518.5781,9,0.6923
520,nefertiti,Nefertiti,518.7457,10,0.7692
521,themistocles,Themistocles,518.7609,8,0.6154
522,emmy-noether,Emmy Noether,518.9109,9,0.6923
523,kalidasa,Kalidasa,519.0089,9,0.6923
524,muhammad-ali-jinnah,Muhammad Ali Jinnah,519.2156,9,0.6923
525,betty-friedan,Betty Friedan,519.922,11,0.8462
526,bernhard-riemann,Bernhard Riemann,520.1072,9,0.6923
527,andrei-sakharov,Andrei Sakharov,520.2707,10,0.7692
528,tutankhamun,Tutankhamun,521.084,9,0.6923
529,suharto,Suharto,521.1688,10,0.7692
530,frantz-fanon,Frantz Fanon,521.5541,11,0.8462
531,charles-martel,Charles Martel,521.7189,11,0.8462
532,barack-obama,Barack Obama,522.3716,9,0.6923
533,toni-morrison,Toni Morrison,522.7048,11,0.8462
534,cornelius-vanderbilt,Cornelius Vanderbilt,523.318,12,0.9231
535,zhuge-liang,Zhuge Liang,523.5828,9,0.6923
536,atahualpa,Atahualpa,523.7084,10,0.7692
537,marcel-proust,Marcel Proust,524.0157,9,0.6923
538,joseph-schumpeter,Joseph Schumpeter,524.1161,10,0.7692
539,ignaz-semmelweis,Ignaz Semmelweis,524.2195,9,0.6923
540,francisco-franco,Francisco Franco,524.7502,8,0.6154
541,william-thomson-1st-baron-kelvin,"William Thomson, 1st Baron Kelvin",524.9434,9,0.6923
542,george-frideric-handel,George Frideric Handel,525.47,9,0.6923
543,caravaggio,Caravaggio,525.8521,10,0.7692
544,shen-kuo,Shen Kuo,526.6707,11,0.8462
545,francisco-goya,Francisco Goya,527.2519,9,0.6923
546,jane-addams,Jane Addams,527.5029,9,0.6923
547,isambard-kingdom-brunel,Isambard Kingdom Brunel,527.5772,10,0.7692
548,john-wycliffe,John Wycliffe,527.9187,12,0.9231
549,lucretius,Lucretius,527.9476,10,0.7692
550,amerigo-vespucci,Amerigo Vespucci,528.413,9,0.6923
551,konrad-adenauer,Konrad Adenauer,528.7883,10,0.7692
552,gustav-mahler,Gustav Mahler,529.8618,11,0.8462
553,john-knox,John Knox,529.9122,10,0.7692
554,booker-t-washington,Booker T. Washington,530.4751,11,0.8462
555,jack-kilby,Jack Kilby,530.7337,10,0.7692
556,j-r-r-tolkien,J. R. R. Tolkien,530.9816,9,0.6923
557,paul-samuelson,Paul Samuelson,531.3646,11,0.8462
558,jules-verne,Jules Verne,531.9156,10,0.7692
559,richard-stallman,Richard Stallman,533.5701,10,0.7692
560,samuel-de-champlain,Samuel de Champlain,533.5824,10,0.7692
561,clement-attlee,Clement Attlee,533.813,10,0.7692
562,montezuma-ii,Montezuma II,533.8245,8,0.6154
563,marie-antoinette,Marie Antoinette,534.3448,8,0.6154
564,porfirio-d-az,Porfirio Díaz,534.6345,9,0.6923
565,joseph-priestley,Joseph Priestley,534.6378,10,0.7692
566,donatello,Donatello,534.7411,10,0.7692
567,subhas-chandra-bose,Subhas Chandra Bose,534.7595,10,0.7692
568,mary-baker-eddy,Mary Baker Eddy,534.8035,10,0.7692
569,robert-noyce,Robert Noyce,534.9891,9,0.6923
570,duke-ellington,Duke Ellington,535.3485,10,0.7692
571,benjamin-disraeli,Benjamin Disraeli,535.3706,10,0.7692
572,edward-teller,Edward Teller,536.1504,9,0.6923
573,saint-benedict,Saint Benedict,536.2065,8,0.6154
574,qianlong-emperor,Qianlong Emperor,536.3288,9,0.6923
575,langston-hughes,Langston Hughes,536.7096,11,0.8462
576,henri-matisse,Henri Matisse,536.8927,10,0.7692
577,aldous-huxley,Aldous Huxley,537.3949,11,0.8462
578,aristophanes,Aristophanes,538.3381,10,0.7692
579,b-f-skinner,B.F. Skinner,538.9371,11,0.8462
580,willy-brandt,Willy Brandt,540.1,10,0.7692
581,nicolaus-otto,Nicolaus Otto,541.6226,8,0.6154
582,leonidas-i,Leonidas I,542.3379,7,0.5385
583,edgar-allan-poe,Edgar Allan Poe,542.5496,9,0.6923
584,maya-angelou,Maya Angelou,542.9847,11,0.8462
585,donald-trump,Donald Trump,543.5121,9,0.6923
586,epictetus,Epictetus,544.3495,10,0.7692
587,akira-kurosawa,Akira Kurosawa,544.661,10,0.7692
588,diego-vel-zquez,Diego Velázquez,544.9651,10,0.7692
589,arnold-schoenberg,Arnold Schoenberg,545.6462,11,0.8462
590,lise-meitner,Lise Meitner,545.9541,11,0.8462
591,peter-abelard,Peter Abelard,546.3379,10,0.7692
592,benazir-bhutto,Benazir Bhutto,546.6724,12,0.9231
593,hildegard-of-bingen,Hildegard of Bingen,546.8306,10,0.7692
594,henri-becquerel,Henri Becquerel,546.9701,10,0.7692
595,william-gladstone,William Gladstone,547.3793,10,0.7692
596,erwin-rommel,Erwin Rommel,547.8168,11,0.8462
597,tipu-sultan,Tipu Sultan,547.938,9,0.6923
598,henrik-ibsen,Henrik Ibsen,548.1736,10,0.7692
599,plotinus,Plotinus,548.7967,10,0.7692
600,t-s-eliot,T. S. Eliot,548.9507,9,0.6923
601,giotto-di-bondone,Giotto di Bondone,549.6482,9,0.6923
602,jackson-pollock,Jackson Pollock,550.8255,11,0.8462
603,henry-david-thoreau,Henry David Thoreau,551.2601,9,0.6923
604,salvador-dal,Salvador Dalí,551.3717,9,0.6923
605,bodhidharma,Bodhidharma,551.5839,9,0.6923
606,james-hutton,James Hutton,551.6224,8,0.6154
607,thomas-robert-malthus,Thomas Robert Malthus,552.1633,6,0.4615
608,gordon-moore,Gordon Moore,552.1734,10,0.7692
609,diogenes,Diogenes,552.1928,10,0.7692
610,william-shockley,William Shockley,552.3018,7,0.5385
611,thutmose-iii,Thutmose III,552.5074,9,0.6923
612,james-baldwin,James Baldwin,552.5828,11,0.8462
613,oprah-winfrey,Oprah Winfrey,553.8704,11,0.8462
614,wole-soyinka,Wole Soyinka,553.9097,12,0.9231
615,muhammad-yunus,Muhammad Yunus,553.982,9,0.6923
616,robert-fulton,Robert Fulton,554.2716,8,0.6154
617,matsuo-basho,Matsuo Basho,554.2886,10,0.7692
618,eva-per-n,Eva Perón,555.1915,9,0.6923
619,aeschylus,Aeschylus,555.27,10,0.7692
620,tecumseh,Tecumseh,555.28,8,0.6154
621,leonid-brezhnev,Leonid Brezhnev,555.5681,8,0.6154
622,bertolt-brecht,Bertolt Brecht,555.6233,10,0.7692
623,thales-of-miletus,Thales of Miletus,556.0702,9,0.6923
624,pocahontas,Pocahontas,557.0407,9,0.6923
625,mary-shelley,Mary Shelley,557.3026,9,0.6923
626,pope-gregory-vii,Pope Gregory VII,557.7205,9,0.6923
627,katherine-johnson,Katherine Johnson,558.2065,10,0.7692
628,eratosthenes,Eratosthenes,558.5129,9,0.6923
629,miles-davis,Miles Davis,558.7025,10,0.7692
630,octavio-paz,Octavio Paz,558.7911,11,0.8462
631,leopold-von-ranke,Leopold von Ranke,558.8548,9,0.6923
632,william-wordsworth,William Wordsworth,559.0038,9,0.6923
633,abu-bakr,Abu Bakr,559.2867,7,0.5385
634,frank-lloyd-wright,Frank Lloyd Wright,559.3007,9,0.6923
635,brigham-young,Brigham Young,559.377,10,0.7692
636,marcus-garvey,Marcus Garvey,559.5365,11,0.8462
637,le-corbusier,Le Corbusier,559.5669,9,0.6923
638,diego-rivera,Diego Rivera,559.8444,10,0.7692
639,zhu-yuanzhang,Zhu Yuanzhang,560.5531,7,0.5385
640,cleisthenes,Cleisthenes,560.9255,8,0.6154
641,heraclitus,Heraclitus,561.1074,9,0.6923
642,franz-liszt,Franz Liszt,561.4752,10,0.7692
643,pachacuti,Pachacuti,561.5212,8,0.6154
644,william-james,William James,561.5716,10,0.7692
645,richard-arkwright,Richard Arkwright,561.6999,11,0.8462
646,greta-thunberg,Greta Thunberg,562.0032,11,0.8462
647,william-of-ockham,William of Ockham,562.1448,10,0.7692
648,zhou-enlai,Zhou Enlai,563.2046,9,0.6923
649,al-razi,Abu Bakr al-Razi,563.9464,9,0.6923
650,horatio-nelson,Horatio Nelson,564.3989,9,0.6923
651,heinrich-hertz,Heinrich Hertz,564.8547,11,0.8462
652,cardinal-richelieu,Cardinal Richelieu,565.0489,8,0.6154
653,john-dewey,John Dewey,565.1905,8,0.6154
654,rosa-luxemburg,Rosa Luxemburg,565.6462,9,0.6923
655,henry-morton-stanley,Henry Morton Stanley,565.7137,9,0.6923
656,robert-goddard,Robert Goddard,566.3701,9,0.6923
657,john-keats,John Keats,566.4101,8,0.6154
658,yi-sun-sin,Yi Sun-sin,566.4507,9,0.6923
659,king-solomon,King Solomon,566.471,8,0.6154
660,paul-c-zanne,Paul Cézanne,567.3613,10,0.7692
661,christiaan-huygens,Christiaan Huygens,567.4517,8,0.6154
662,narendra-modi,Narendra Modi,567.5119,10,0.7692
663,louis-braille,Louis Braille,567.8378,9,0.6923
664,franz-schubert,Franz Schubert,568.1627,10,0.7692
665,alfred-marshall,Alfred Marshall,568.2044,7,0.5385
666,thomas-sankara,Thomas Sankara,568.2457,11,0.8462
667,william-wilberforce,William Wilberforce,569.7459,8,0.6154
668,norbert-wiener,Norbert Wiener,570.8443,10,0.7692
669,john-adams,John Adams,570.8567,9,0.6923
670,john-milton,John Milton,571.5363,10,0.7692
671,ferdinand-marcos,Ferdinand Marcos,571.5567,9,0.6923
672,harvey-milk,Harvey Milk,571.8246,8,0.6154
673,alexander-von-humboldt,Alexander von Humboldt,572.6234,9,0.6923
674,thomas-kuhn,Thomas Kuhn,572.9207,8,0.6154
675,f-scott-fitzgerald,F. Scott Fitzgerald,573.3976,8,0.6154
676,elizabeth-ii,Elizabeth II,573.448,9,0.6923
677,john-lennon,John Lennon,573.8239,9,0.6923
678,sam-walton,Sam Walton,573.9991,10,0.7692
679,edmund-burke,Edmund Burke,574.384,9,0.6923
680,salvador-allende,Salvador Allende,574.655,9,0.6923
681,hernando-de-soto,Hernando de Soto,574.8336,9,0.6923
682,cyrus-mccormick,Cyrus McCormick,575.1995,7,0.5385
683,giordano-bruno,Giordano Bruno,575.7591,7,0.5385
684,sri-aurobindo,Sri Aurobindo,576.0134,8,0.6154
685,jean-baptiste-lamarck,Jean-Baptiste Lamarck,576.0561,7,0.5385
686,catherine-de-medici,Catherine de' Medici,576.1889,9,0.6923
687,guru-gobind-singh,Guru Gobind Singh,577.5428,10,0.7692
688,henry-kissinger,Henry Kissinger,577.808,9,0.6923
689,auguste-rodin,Auguste Rodin,577.9516,9,0.6923
690,erik-the-red,Erik the Red,578.3559,7,0.5385
691,hugo-grotius,Hugo Grotius,579.1431,7,0.5385
692,h-g-wells,H. G. Wells,579.2761,8,0.6154
693,george-boole,George Boole,579.6894,10,0.7692
694,j-j-thomson,J. J. Thomson,579.8306,9,0.6923
695,friedrich-schiller,Friedrich Schiller,580.1249,8,0.6154
696,franz-ferdinand,Franz Ferdinand,580.6644,6,0.4615
697,gustave-flaubert,Gustave Flaubert,581.3292,9,0.6923
698,francis-drake,Francis Drake,582.8521,11,0.8462
699,amelia-earhart,Amelia Earhart,582.9664,8,0.6154
700,menes,Menes,583.1096,7,0.5385
701,aretha-franklin,Aretha Franklin,583.7577,9,0.6923
702,cao-cao,Cao Cao,584.3901,7,0.5385
703,harriet-beecher-stowe,Harriet Beecher Stowe,584.5326,9,0.6923
704,frederick-barbarossa,Frederick Barbarossa,584.7757,8,0.6154
705,bob-marley,Bob Marley,584.8457,9,0.6923
706,oscar-wilde,Oscar Wilde,584.8599,10,0.7692
707,zeno-of-citium,Zeno of Citium,585.1967,9,0.6923
708,paul-ehrlich,Paul Ehrlich,585.2955,11,0.8462
709,kim-jong-il,Kim Jong-il,585.3403,10,0.7692
710,john-rawls,John Rawls,585.7155,11,0.8462
711,yongle-emperor,Yongle Emperor,586.467,7,0.5385
712,coco-chanel,Coco Chanel,586.7463,8,0.6154
713,alaric-i,Alaric I,587.0799,8,0.6154
714,l-ron-hubbard,L. Ron Hubbard,587.6473,8,0.6154
715,maria-montessori,Maria Montessori,588.5576,8,0.6154
716,petrarch,Petrarch,588.7724,9,0.6923
717,louis-leakey,Louis Leakey,588.8583,7,0.5385
718,hedy-lamarr,Hedy Lamarr,589.0237,7,0.5385
719,ptolemy-i-soter,Ptolemy I Soter,589.3302,9,0.6923
720,eleanor-roosevelt,Eleanor Roosevelt,589.373,7,0.5385
721,philo-farnsworth,Philo Farnsworth,590.0487,8,0.6154
722,joseph-haydn,Joseph Haydn,590.0914,8,0.6154
723,humphry-davy,Humphry Davy,590.1862,7,0.5385
724,alexander-pushkin,Alexander Pushkin,590.1896,10,0.7692
725,xunzi,Xunzi,590.3822,8,0.6154
726,hokusai,Hokusai,590.4836,8,0.6154
727,giovanni-boccaccio,Giovanni Boccaccio,590.9056,9,0.6923
728,jan-van-eyck,Jan van Eyck,591.1857,9,0.6923
729,charlie-parker,Charlie Parker,591.6736,9,0.6923
730,georg-ohm,Georg Ohm,592.331,10,0.7692
731,margaret-sanger,Margaret Sanger,592.4089,10,0.7692
732,ferdinand-ii-of-aragon,Ferdinand II of Aragon,592.7635,6,0.4615
733,john-chrysostom,John Chrysostom,592.9336,7,0.5385
734,aung-san,Aung San,592.9915,8,0.6154
735,kurt-g-del,Kurt Gödel,593.083,9,0.6923
736,george-whitefield,George Whitefield,593.4002,8,0.6154
737,al-farabi,Al-Farabi,593.731,8,0.6154
738,naguib-mahfouz,Naguib Mahfouz,593.7788,10,0.7692
739,alfred-north-whitehead,Alfred North Whitehead,593.7875,7,0.5385
740,margaret-mead,Margaret Mead,594.0693,9,0.6923
741,basil-ii,Basil II,594.1367,7,0.5385
742,vladimir-nabokov,Vladimir Nabokov,594.3038,8,0.6154
743,elizabeth-blackwell,Elizabeth Blackwell,594.3164,10,0.7692
744,marilyn-monroe,Marilyn Monroe,594.3934,8,0.6154
745,john-bardeen,John Bardeen,594.8054,8,0.6154
746,bartolomeu-dias,Bartolomeu Dias,595.2044,8,0.6154
747,john-harrison,John Harrison,595.4381,7,0.5385
748,joseph-ii,Joseph II,595.6404,7,0.5385
749,percy-bysshe-shelley,Percy Bysshe Shelley,595.7827,8,0.6154
750,queen-nzinga,Queen Nzinga,596.2694,8,0.6154
751,samuel-beckett,Samuel Beckett,596.3982,10,0.7692
752,georgy-zhukov,Georgy Zhukov,596.8677,9,0.6923
753,gloria-steinem,Gloria Steinem,597.4413,10,0.7692
754,su-shi,Su Shi,597.6066,8,0.6154
755,askia-muhammad-i,Askia Muhammad I,597.853,7,0.5385
756,peter-paul-rubens,Peter Paul Rubens,598.2689,9,0.6923
757,girolamo-savonarola,Girolamo Savonarola,598.2956,8,0.6154
758,pope-innocent-iii,Pope Innocent III,599.2039,7,0.5385
759,fernand-braudel,Fernand Braudel,599.2537,8,0.6154
760,corazon-aquino,Corazon Aquino,599.4016,9,0.6923
761,spartacus,Spartacus,599.7421,9,0.6923
762,alexis-de-tocqueville,Alexis de Tocqueville,600.1431,7,0.5385
763,georg-cantor,Georg Cantor,600.3469,8,0.6154
764,crazy-horse,Crazy Horse,600.3897,8,0.6154
765,werner-von-siemens,Werner von Siemens,600.6816,7,0.5385
766,askia-muhammad,Askia Muhammad,600.8162,7,0.5385
767,hans-christian-andersen,Hans Christian Andersen,601.1137,7,0.5385
768,mahathir-mohamad,Mahathir Mohamad,601.3505,8,0.6154
769,dorothy-hodgkin,Dorothy Hodgkin,601.4653,9,0.6923
770,alexandre-dumas,Alexandre Dumas,601.6055,7,0.5385
771,diego-maradona,Diego Maradona,601.6509,9,0.6923
772,al-gore,Al Gore,601.7354,9,0.6923
773,konstantin-tsiolkovsky,Konstantin Tsiolkovsky,601.7652,7,0.5385
774,hugo-ch-vez,Hugo Chávez,602.3502,9,0.6923
775,j-k-rowling,J.K. Rowling,602.3611,9,0.6923
776,henri-poincar,Henri Poincaré,602.4044,9,0.6923
777,john-coltrane,John Coltrane,602.5324,9,0.6923
778,jack-dorsey,Jack Dorsey,602.5726,8,0.6154
779,william-faulkner,William Faulkner,602.7058,8,0.6154
780,gottlieb-daimler,Gottlieb Daimler,602.7354,8,0.6154
781,david-lloyd-george,David Lloyd George,603.4641,7,0.5385
782,gian-lorenzo-bernini,Gian Lorenzo Bernini,603.9102,9,0.6923
783,jimi-hendrix,Jimi Hendrix,603.9257,8,0.6154
784,saadi-shirazi,Saadi Shirazi,604.5162,6,0.4615
785,bede,Bede,604.892,9,0.6923
786,lu-xun,Lu Xun,605.2528,10,0.7692
787,j-m-w-turner,J.M.W. Turner,605.6663,8,0.6154
788,david-attenborough,David Attenborough,606.3113,9,0.6923
789,samudragupta,Samudragupta,606.8549,8,0.6154
790,john-brown,John Brown,607.4407,7,0.5385
791,sandro-botticelli,Sandro Botticelli,607.7706,9,0.6923
792,geoffrey-hinton,Geoffrey Hinton,607.8914,9,0.6923
793,vyasa,Vyasa,608.1528,7,0.5385
794,satoshi-nakamoto,Satoshi Nakamoto,608.4631,7,0.5385
795,mobutu-sese-seko,Mobutu Sese Seko,608.5559,9,0.6923
796,belisarius,Belisarius,608.6318,7,0.5385
797,ralph-waldo-emerson,Ralph Waldo Emerson,609.0883,8,0.6154
798,pele,Pele,609.3995,8,0.6154
799,john-muir,John Muir,609.4577,7,0.5385
800,imhotep,Imhotep,609.7776,8,0.6154
801,demis-hassabis,Demis Hassabis,610.5183,9,0.6923
802,george-marshall,George Marshall,610.92,9,0.6923
803,bjarne-stroustrup,Bjarne Stroustrup,611.2791,9,0.6923
804,origen,Origen,611.5687,9,0.6923
805,guido-van-rossum,Guido van Rossum,611.719,9,0.6923
806,harald-hardrada,Harald Hardrada,611.8624,6,0.4615
807,yann-lecun,Yann LeCun,612.3384,9,0.6923
808,thomas-hunt-morgan,Thomas Hunt Morgan,612.4479,9,0.6923
809,marquis-de-lafayette,Marquis de Lafayette,612.6597,7,0.5385
810,henry-ii-of-england,Henry II of England,612.8866,7,0.5385
811,buzz-aldrin,Buzz Aldrin,614.9032,9,0.6923
812,valentina-tereshkova,Valentina Tereshkova,614.9619,9,0.6923
813,ranjit-singh,Ranjit Singh,615.0246,6,0.4615
814,walter-houser-brattain,Walter Houser Brattain,615.0844,7,0.5385
815,kurt-godel,Kurt Godel,615.1989,5,0.3846
816,michel-de-montaigne,Michel de Montaigne,615.2238,8,0.6154
817,edward-said,Edward Said,615.4544,9,0.6923
818,pierre-de-fermat,Pierre de Fermat,615.5243,8,0.6154
819,patanjali,Patanjali,615.7707,6,0.4615
820,samuel-johnson,Samuel Johnson,616.3657,8,0.6154
821,olympe-de-gouges,Olympe de Gouges,616.7709,8,0.6154
822,chaim-weizmann,Chaim Weizmann,617.036,8,0.6154
823,subrahmanyan-chandrasekhar,Subrahmanyan Chandrasekhar,617.9159,9,0.6923
824,gaius-marius,Gaius Marius,618.3838,7,0.5385
825,agatha-christie,Agatha Christie,618.472,9,0.6923
826,albert-sabin,Albert Sabin,618.5337,9,0.6923
827,theodoric-the-great,Theodoric the Great,618.5429,7,0.5385
828,jacques-cousteau,Jacques Cousteau,618.6231,8,0.6154
829,antonio-gramsci,Antonio Gramsci,618.8334,8,0.6154
830,james-prescott-joule,James Prescott Joule,618.9205,8,0.6154
831,igor-sikorsky,Igor Sikorsky,619.049,6,0.4615
832,xenophon,Xenophon,619.4152,8,0.6154
833,c-s-lewis,C.S. Lewis,619.6908,10,0.7692
834,giacomo-puccini,Giacomo Puccini,619.7789,10,0.7692
835,cao-xueqin,Cao Xueqin,619.8441,6,0.4615
836,minamoto-no-yoritomo,Minamoto no Yoritomo,620.321,8,0.6154
837,tony-blair,Tony Blair,620.3546,8,0.6154
838,albert-schweitzer,Albert Schweitzer,620.3999,8,0.6154
839,robert-frost,Robert Frost,620.5639,7,0.5385
840,john-logie-baird,John Logie Baird,620.935,7,0.5385
841,john-cabot,John Cabot,621.483,7,0.5385
842,li-shizhen,Li Shizhen,622.0372,7,0.5385
843,recep-tayyip-erdo-an,Recep Tayyip Erdoğan,622.1983,10,0.7692
844,steve-wozniak,Steve Wozniak,622.4305,10,0.7692
845,ibn-taymiyyah,Ibn Taymiyyah,622.7007,7,0.5385
846,robert-mugabe,Robert Mugabe,622.7537,10,0.7692
847,nader-shah,Nader Shah,622.8144,6,0.4615
848,vasco-n-ez-de-balboa,Vasco Núñez de Balboa,623.2164,9,0.6923
849,sacagawea,Sacagawea,623.5025,6,0.4615
850,isoroku-yamamoto,Isoroku Yamamoto,623.7385,7,0.5385
851,bram-stoker,Bram Stoker,623.9798,7,0.5385
852,valmiki,Valmiki,624.1131,7,0.5385
853,henry-viii-of-england,Henry VIII of England,624.1737,6,0.4615
854,sadi-carnot,Sadi Carnot,624.3103,6,0.4615
855,jean-jacques-dessalines,Jean-Jacques Dessalines,624.3999,7,0.5385
856,babe-ruth,Babe Ruth,624.4271,7,0.5385
857,george-w-bush,George W. Bush,624.5261,7,0.5385
858,cnut-the-great,Cnut the Great,624.7329,7,0.5385
859,ernest-shackleton,Ernest Shackleton,624.7428,8,0.6154
860,beyonc,Beyoncé,625.215,10,0.7692
861,jennifer-doudna,Jennifer Doudna,625.2592,8,0.6154
862,michael-jordan,Michael Jordan,625.4752,7,0.5385
863,hongwu-emperor,Hongwu Emperor,625.7633,7,0.5385
864,daniel-kahneman,Daniel Kahneman,625.9638,10,0.7692
865,athanasius-of-alexandria,Athanasius of Alexandria,626.3172,6,0.4615
866,andr-marie-amp-re,André-Marie Ampère,626.5102,10,0.7692
867,billy-graham,Billy Graham,626.8255,10,0.7692
868,travis-kalanick,Travis Kalanick,626.8786,6,0.4615
869,vladimir-zworykin,Vladimir Zworykin,626.9949,6,0.4615
870,robert-e-lee,Robert E. Lee,627.1586,9,0.6923
871,brian-chesky,Brian Chesky,627.368,6,0.4615
872,amedeo-avogadro,Amedeo Avogadro,627.4974,8,0.6154
873,franz-boas,Franz Boas,627.8854,9,0.6923
874,bhaskara-ii,Bhaskara II,627.9146,8,0.6154
875,ismail-i,Ismail I,628.0676,6,0.4615
876,duns-scotus,Duns Scotus,628.12,9,0.6923
877,masayoshi-son,Masayoshi Son,628.8118,10,0.7692
878,george-eliot,George Eliot,629.0297,9,0.6923
879,eug-ne-delacroix,Eugène Delacroix,629.1483,9,0.6923
880,abraham-maslow,Abraham Maslow,629.3138,7,0.5385
881,han-fei,Han Fei,629.3417,6,0.4615
882,zora-neale-hurston,Zora Neale Hurston,629.8682,10,0.7692
883,bayezid-i,Bayezid I,629.8976,7,0.5385
884,thurgood-marshall,Thurgood Marshall,629.9234,8,0.6154
885,francis-xavier,Francis Xavier,629.9257,8,0.6154
886,joseph-goebbels,Joseph Goebbels,630.2853,7,0.5385
887,nikolai-lobachevsky,Nikolai Lobachevsky,631.0712,7,0.5385
888,tu-youyou,Tu Youyou,631.3229,8,0.6154
889,henry-bessemer,Henry Bessemer,631.6316,7,0.5385
890,carl-von-clausewitz,Carl von Clausewitz,631.7196,7,0.5385
891,emmanuelle-charpentier,Emmanuelle Charpentier,631.7764,8,0.6154
892,alfred-kinsey,Alfred Kinsey,631.8352,8,0.6154
893,hermann-hesse,Hermann Hesse,631.959,7,0.5385
894,carl-bosch,Carl Bosch,632.5202,6,0.4615
895,jimmy-wales,Jimmy Wales,632.6828,7,0.5385
